;	Simulated Data
;	t0	2010.35
s2	;	name	of	the	star
;	mK	13.95
;	spectral	type	B2
;	square	10.
;	facSchwarzschild	0	0
;	facSpecialRelativity	0	0
;	facGravitationalRedshift	0	0
;	facRetardation	0	0
;	useEllipse	FALSE
;	omegaSys	0	0
;	Dec2	0	0
;	Ra2	0	0
;	vDec2	0	0
;	vRa2	0	0
2021.358	-924.627344777	0.1	;	simulated SINFONI
2021.36	-924.193454068	0.1	;	simulated SINFONI
2021.362	-923.759786727	0.1	;	simulated SINFONI
2021.364	-923.326342442	0.1	;	simulated SINFONI
2021.366	-922.893120897	0.1	;	simulated SINFONI
2021.368	-922.46012178	0.1	;	simulated SINFONI
2021.37	-922.027344779	0.1	;	simulated SINFONI
2021.372	-921.594789581	0.1	;	simulated SINFONI
2021.374	-921.162455875	0.1	;	simulated SINFONI
2021.376	-920.73034335	0.1	;	simulated SINFONI
2021.378	-920.298451695	0.1	;	simulated SINFONI
2021.38	-919.866780601	0.1	;	simulated SINFONI
2021.382	-919.435329758	0.1	;	simulated SINFONI
2021.384	-919.004098858	0.1	;	simulated SINFONI
2021.386	-918.573087593	0.1	;	simulated SINFONI
2021.388	-918.142295654	0.1	;	simulated SINFONI
2021.39	-917.711722736	0.1	;	simulated SINFONI
2021.392	-917.281368531	0.1	;	simulated SINFONI
2021.394	-916.851232733	0.1	;	simulated SINFONI
2021.396	-916.421315038	0.1	;	simulated SINFONI
2021.398	-915.99161514	0.1	;	simulated SINFONI
2021.4	-915.562132735	0.1	;	simulated SINFONI
2021.402	-915.132867519	0.1	;	simulated SINFONI
2021.404	-914.70381919	0.1	;	simulated SINFONI
2021.406	-914.274987444	0.1	;	simulated SINFONI
2021.408	-913.84637198	0.1	;	simulated SINFONI
2021.41	-913.417972496	0.1	;	simulated SINFONI
2021.412	-912.989788692	0.1	;	simulated SINFONI
2021.414	-912.561820266	0.1	;	simulated SINFONI
2021.416	-912.134066919	0.1	;	simulated SINFONI
2021.418	-911.706528353	0.1	;	simulated SINFONI
2021.42	-911.279204267	0.1	;	simulated SINFONI
2021.422	-910.852094364	0.1	;	simulated SINFONI
2021.424	-910.425198346	0.1	;	simulated SINFONI
2021.426	-909.998515916	0.1	;	simulated SINFONI
2021.428	-909.572046777	0.1	;	simulated SINFONI
2021.43	-909.145790633	0.1	;	simulated SINFONI
2021.432	-908.719747188	0.1	;	simulated SINFONI
2021.434	-908.293916148	0.1	;	simulated SINFONI
2021.436	-907.868297218	0.1	;	simulated SINFONI
2021.438	-907.442890104	0.1	;	simulated SINFONI
2021.44	-907.017694513	0.1	;	simulated SINFONI
2021.442	-906.592710151	0.1	;	simulated SINFONI
2021.444	-906.167936727	0.1	;	simulated SINFONI
2021.446	-905.743373948	0.1	;	simulated SINFONI
2021.448	-905.319021522	0.1	;	simulated SINFONI
2021.45	-904.89487916	0.1	;	simulated SINFONI
2021.452	-904.47094657	0.1	;	simulated SINFONI
2021.454	-904.047223464	0.1	;	simulated SINFONI
2021.456	-903.62370955	0.1	;	simulated SINFONI
2021.458	-903.200404542	0.1	;	simulated SINFONI
2021.46	-902.777308149	0.1	;	simulated SINFONI
2021.462	-902.354420085	0.1	;	simulated SINFONI
2021.464	-901.931740063	0.1	;	simulated SINFONI
2021.466	-901.509267795	0.1	;	simulated SINFONI
2021.468	-901.087002995	0.1	;	simulated SINFONI
2021.47	-900.664945378	0.1	;	simulated SINFONI
2021.472	-900.243094658	0.1	;	simulated SINFONI
2021.474	-899.82145055	0.1	;	simulated SINFONI
2021.476	-899.400012771	0.1	;	simulated SINFONI
2021.478	-898.978781037	0.1	;	simulated SINFONI
2021.48	-898.557755065	0.1	;	simulated SINFONI
2021.482	-898.136934571	0.1	;	simulated SINFONI
2021.484	-897.716319274	0.1	;	simulated SINFONI
2021.486	-897.295908892	0.1	;	simulated SINFONI
2021.488	-896.875703145	0.1	;	simulated SINFONI
2021.49	-896.45570175	0.1	;	simulated SINFONI
2021.492	-896.035904427	0.1	;	simulated SINFONI
2021.494	-895.616310898	0.1	;	simulated SINFONI
2021.496	-895.196920883	0.1	;	simulated SINFONI
2021.498	-894.777734103	0.1	;	simulated SINFONI
2021.5	-894.35875028	0.1	;	simulated SINFONI
2021.502	-893.939969136	0.1	;	simulated SINFONI
2021.504	-893.521390394	0.1	;	simulated SINFONI
2021.506	-893.103013778	0.1	;	simulated SINFONI
2021.508	-892.68483901	0.1	;	simulated SINFONI
2021.51	-892.266865815	0.1	;	simulated SINFONI
2021.512	-891.849093918	0.1	;	simulated SINFONI
2021.514	-891.431523044	0.1	;	simulated SINFONI
2021.516	-891.014152918	0.1	;	simulated SINFONI
2021.518	-890.596983267	0.1	;	simulated SINFONI
2021.52	-890.180013817	0.1	;	simulated SINFONI
2021.522	-889.763244295	0.1	;	simulated SINFONI
2021.524	-889.346674429	0.1	;	simulated SINFONI
2021.526	-888.930303946	0.1	;	simulated SINFONI
2021.528	-888.514132575	0.1	;	simulated SINFONI
2021.53	-888.098160046	0.1	;	simulated SINFONI
2021.532	-887.682386087	0.1	;	simulated SINFONI
2021.534	-887.266810428	0.1	;	simulated SINFONI
2021.536	-886.8514328	0.1	;	simulated SINFONI
2021.538	-886.436252933	0.1	;	simulated SINFONI
2021.54	-886.02127056	0.1	;	simulated SINFONI
2021.542	-885.606485411	0.1	;	simulated SINFONI
2021.544	-885.191897219	0.1	;	simulated SINFONI
2021.546	-884.777505717	0.1	;	simulated SINFONI
2021.548	-884.363310638	0.1	;	simulated SINFONI
2021.55	-883.949311715	0.1	;	simulated SINFONI
2021.552	-883.535508684	0.1	;	simulated SINFONI
2021.554	-883.121901278	0.1	;	simulated SINFONI
2021.556	-882.708489231	0.1	;	simulated SINFONI
2021.558	-882.295272281	0.1	;	simulated SINFONI
2021.56	-881.882250162	0.1	;	simulated SINFONI
2021.562	-881.469422611	0.1	;	simulated SINFONI
2021.564	-881.056789365	0.1	;	simulated SINFONI
2021.566	-880.644350161	0.1	;	simulated SINFONI
2021.568	-880.232104738	0.1	;	simulated SINFONI
2021.57	-879.820052833	0.1	;	simulated SINFONI
2021.572	-879.408194185	0.1	;	simulated SINFONI
2021.574	-878.996528532	0.1	;	simulated SINFONI
2021.576	-878.585055616	0.1	;	simulated SINFONI
2021.578	-878.173775175	0.1	;	simulated SINFONI
2021.58	-877.76268695	0.1	;	simulated SINFONI
2021.582	-877.351790681	0.1	;	simulated SINFONI
2021.584	-876.941086111	0.1	;	simulated SINFONI
2021.586	-876.530572981	0.1	;	simulated SINFONI
2021.588	-876.120251034	0.1	;	simulated SINFONI
2021.59	-875.71012001	0.1	;	simulated SINFONI
2021.592	-875.300179655	0.1	;	simulated SINFONI
2021.594	-874.890429711	0.1	;	simulated SINFONI
2021.596	-874.480869923	0.1	;	simulated SINFONI
2021.598	-874.071500034	0.1	;	simulated SINFONI
2021.6	-873.66231979	0.1	;	simulated SINFONI
2021.602	-873.253328935	0.1	;	simulated SINFONI
2021.604	-872.844527217	0.1	;	simulated SINFONI
2021.606	-872.43591438	0.1	;	simulated SINFONI
2021.608	-872.027490172	0.1	;	simulated SINFONI
2021.61	-871.619254339	0.1	;	simulated SINFONI
2021.612	-871.21120663	0.1	;	simulated SINFONI
2021.614	-870.803346791	0.1	;	simulated SINFONI
2021.616	-870.395674572	0.1	;	simulated SINFONI
2021.618	-869.988189721	0.1	;	simulated SINFONI
2021.62	-869.580891987	0.1	;	simulated SINFONI
2021.622	-869.17378112	0.1	;	simulated SINFONI
2021.624	-868.766856869	0.1	;	simulated SINFONI
2021.626	-868.360118986	0.1	;	simulated SINFONI
2021.628	-867.95356722	0.1	;	simulated SINFONI
2021.63	-867.547201325	0.1	;	simulated SINFONI
2021.632	-867.14102105	0.1	;	simulated SINFONI
2021.634	-866.735026149	0.1	;	simulated SINFONI
2021.636	-866.329216373	0.1	;	simulated SINFONI
2021.638	-865.923591477	0.1	;	simulated SINFONI
2021.64	-865.518151213	0.1	;	simulated SINFONI
2021.642	-865.112895335	0.1	;	simulated SINFONI
2021.644	-864.707823597	0.1	;	simulated SINFONI
2021.646	-864.302935754	0.1	;	simulated SINFONI
2021.648	-863.898231561	0.1	;	simulated SINFONI
2021.65	-863.493710773	0.1	;	simulated SINFONI
2021.652	-863.089373146	0.1	;	simulated SINFONI
2021.654	-862.685218437	0.1	;	simulated SINFONI
2021.656	-862.281246402	0.1	;	simulated SINFONI
2021.658	-861.877456798	0.1	;	simulated SINFONI
2021.66	-861.473849382	0.1	;	simulated SINFONI
2021.662	-861.070423914	0.1	;	simulated SINFONI
2021.664	-860.66718015	0.1	;	simulated SINFONI
2021.666	-860.264117849	0.1	;	simulated SINFONI
2021.668	-859.861236772	0.1	;	simulated SINFONI
2021.67	-859.458536677	0.1	;	simulated SINFONI
2021.672	-859.056017324	0.1	;	simulated SINFONI
2021.674	-858.653678474	0.1	;	simulated SINFONI
2021.676	-858.251519887	0.1	;	simulated SINFONI
2021.678	-857.849541325	0.1	;	simulated SINFONI
2021.68	-857.447742549	0.1	;	simulated SINFONI
2021.682	-857.046123321	0.1	;	simulated SINFONI
2021.684	-856.644683403	0.1	;	simulated SINFONI
2021.686	-856.243422559	0.1	;	simulated SINFONI
2021.688	-855.84234055	0.1	;	simulated SINFONI
2021.69	-855.441437141	0.1	;	simulated SINFONI
2021.692	-855.040712096	0.1	;	simulated SINFONI
2021.694	-854.640165179	0.1	;	simulated SINFONI
2021.696	-854.239796155	0.1	;	simulated SINFONI
2021.698	-853.839604788	0.1	;	simulated SINFONI
2021.7	-853.439590845	0.1	;	simulated SINFONI
2021.702	-853.039754091	0.1	;	simulated SINFONI
2021.704	-852.640094292	0.1	;	simulated SINFONI
2021.706	-852.240611216	0.1	;	simulated SINFONI
2021.708	-851.841304628	0.1	;	simulated SINFONI
2021.71	-851.442174297	0.1	;	simulated SINFONI
2021.712	-851.04321999	0.1	;	simulated SINFONI
2021.714	-850.644441476	0.1	;	simulated SINFONI
2021.716	-850.245838522	0.1	;	simulated SINFONI
2021.718	-849.847410899	0.1	;	simulated SINFONI
2021.72	-849.449158374	0.1	;	simulated SINFONI
2021.722	-849.051080719	0.1	;	simulated SINFONI
2021.724	-848.653177702	0.1	;	simulated SINFONI
2021.726	-848.255449095	0.1	;	simulated SINFONI
2021.728	-847.857894668	0.1	;	simulated SINFONI
2021.73	-847.460514192	0.1	;	simulated SINFONI
2021.732	-847.06330744	0.1	;	simulated SINFONI
2021.734	-846.666274182	0.1	;	simulated SINFONI
2021.736	-846.269414192	0.1	;	simulated SINFONI
2021.738	-845.872727242	0.1	;	simulated SINFONI
2021.74	-845.476213106	0.1	;	simulated SINFONI
2021.742	-845.079871556	0.1	;	simulated SINFONI
2021.744	-844.683702367	0.1	;	simulated SINFONI
2021.746	-844.287705313	0.1	;	simulated SINFONI
2021.748	-843.891880168	0.1	;	simulated SINFONI
2021.75	-843.496226707	0.1	;	simulated SINFONI
2021.752	-843.100744706	0.1	;	simulated SINFONI
2021.754	-842.705433941	0.1	;	simulated SINFONI
2021.756	-842.310294187	0.1	;	simulated SINFONI
2021.758	-841.91532522	0.1	;	simulated SINFONI
2021.76	-841.520526819	0.1	;	simulated SINFONI
2021.762	-841.125898759	0.1	;	simulated SINFONI
2021.764	-840.731440818	0.1	;	simulated SINFONI
2021.766	-840.337152775	0.1	;	simulated SINFONI
2021.768	-839.943034407	0.1	;	simulated SINFONI
2021.77	-839.549085494	0.1	;	simulated SINFONI
2021.772	-839.155305813	0.1	;	simulated SINFONI
2021.774	-838.761695144	0.1	;	simulated SINFONI
2021.776	-838.368253268	0.1	;	simulated SINFONI
2021.778	-837.974979963	0.1	;	simulated SINFONI
2021.78	-837.581875011	0.1	;	simulated SINFONI
2021.782	-837.188938191	0.1	;	simulated SINFONI
2021.784	-836.796169286	0.1	;	simulated SINFONI
2021.786	-836.403568077	0.1	;	simulated SINFONI
2021.788	-836.011134344	0.1	;	simulated SINFONI
2021.79	-835.618867871	0.1	;	simulated SINFONI
2021.792	-835.22676844	0.1	;	simulated SINFONI
2021.794	-834.834835834	0.1	;	simulated SINFONI
2021.796	-834.443069836	0.1	;	simulated SINFONI
2021.798	-834.05147023	0.1	;	simulated SINFONI
2021.8	-833.660036799	0.1	;	simulated SINFONI
2021.802	-833.268769328	0.1	;	simulated SINFONI
2021.804	-832.877667601	0.1	;	simulated SINFONI
2021.806	-832.486731404	0.1	;	simulated SINFONI
2021.808	-832.095960521	0.1	;	simulated SINFONI
2021.81	-831.705354739	0.1	;	simulated SINFONI
2021.812	-831.314913844	0.1	;	simulated SINFONI
2021.814	-830.924637621	0.1	;	simulated SINFONI
2021.816	-830.534525857	0.1	;	simulated SINFONI
2021.818	-830.14457834	0.1	;	simulated SINFONI
2021.82	-829.754794856	0.1	;	simulated SINFONI
2021.822	-829.365175194	0.1	;	simulated SINFONI
2021.824	-828.975719142	0.1	;	simulated SINFONI
2021.826	-828.586426487	0.1	;	simulated SINFONI
2021.828	-828.197297019	0.1	;	simulated SINFONI
2021.83	-827.808330527	0.1	;	simulated SINFONI
2021.832	-827.4195268	0.1	;	simulated SINFONI
2021.834	-827.030885628	0.1	;	simulated SINFONI
2021.836	-826.642406801	0.1	;	simulated SINFONI
2021.838	-826.254090109	0.1	;	simulated SINFONI
2021.84	-825.865935343	0.1	;	simulated SINFONI
2021.842	-825.477942295	0.1	;	simulated SINFONI
2021.844	-825.090110754	0.1	;	simulated SINFONI
2021.846	-824.702440514	0.1	;	simulated SINFONI
2021.848	-824.314931366	0.1	;	simulated SINFONI
2021.85	-823.927583103	0.1	;	simulated SINFONI
2021.852	-823.540395517	0.1	;	simulated SINFONI
2021.854	-823.153368402	0.1	;	simulated SINFONI
2021.856	-822.76650155	0.1	;	simulated SINFONI
2021.858	-822.379794755	0.1	;	simulated SINFONI
2021.86	-821.993247812	0.1	;	simulated SINFONI
2021.862	-821.606860515	0.1	;	simulated SINFONI
2021.864	-821.220632659	0.1	;	simulated SINFONI
2021.866	-820.834564038	0.1	;	simulated SINFONI
2021.868	-820.448654448	0.1	;	simulated SINFONI
2021.87	-820.062903685	0.1	;	simulated SINFONI
2021.872	-819.677311544	0.1	;	simulated SINFONI
2021.874	-819.291877822	0.1	;	simulated SINFONI
2021.876	-818.906602316	0.1	;	simulated SINFONI
2021.878	-818.521484823	0.1	;	simulated SINFONI
2021.88	-818.136525139	0.1	;	simulated SINFONI
2021.882	-817.751723062	0.1	;	simulated SINFONI
2021.884	-817.36707839	0.1	;	simulated SINFONI
2021.886	-816.982590922	0.1	;	simulated SINFONI
2021.888	-816.598260456	0.1	;	simulated SINFONI
2021.89	-816.214086791	0.1	;	simulated SINFONI
2021.892	-815.830069726	0.1	;	simulated SINFONI
2021.894	-815.446209061	0.1	;	simulated SINFONI
2021.896	-815.062504596	0.1	;	simulated SINFONI
2021.898	-814.67895613	0.1	;	simulated SINFONI
2021.9	-814.295563464	0.1	;	simulated SINFONI
2021.902	-813.912326399	0.1	;	simulated SINFONI
2021.904	-813.529244736	0.1	;	simulated SINFONI
2021.906	-813.146318277	0.1	;	simulated SINFONI
2021.908	-812.763546822	0.1	;	simulated SINFONI
2021.91	-812.380930174	0.1	;	simulated SINFONI
2021.912	-811.998468136	0.1	;	simulated SINFONI
2021.914	-811.616160509	0.1	;	simulated SINFONI
2021.916	-811.234007097	0.1	;	simulated SINFONI
2021.918	-810.852007702	0.1	;	simulated SINFONI
2021.92	-810.47016213	0.1	;	simulated SINFONI
2021.922	-810.088470182	0.1	;	simulated SINFONI
2021.924	-809.706931663	0.1	;	simulated SINFONI
2021.926	-809.325546379	0.1	;	simulated SINFONI
2021.928	-808.944314132	0.1	;	simulated SINFONI
2021.93	-808.56323473	0.1	;	simulated SINFONI
2021.932	-808.182307976	0.1	;	simulated SINFONI
2021.934	-807.801533676	0.1	;	simulated SINFONI
2021.936	-807.420911637	0.1	;	simulated SINFONI
2021.938	-807.040441665	0.1	;	simulated SINFONI
2021.94	-806.660123565	0.1	;	simulated SINFONI
2021.942	-806.279957146	0.1	;	simulated SINFONI
2021.944	-805.899942215	0.1	;	simulated SINFONI
2021.946	-805.520078578	0.1	;	simulated SINFONI
2021.948	-805.140366043	0.1	;	simulated SINFONI
2021.95	-804.76080442	0.1	;	simulated SINFONI
2021.952	-804.381393515	0.1	;	simulated SINFONI
2021.954	-804.002133138	0.1	;	simulated SINFONI
2021.956	-803.623023098	0.1	;	simulated SINFONI
2021.958	-803.244063205	0.1	;	simulated SINFONI
2021.96	-802.865253266	0.1	;	simulated SINFONI
2021.962	-802.486593093	0.1	;	simulated SINFONI
2021.964	-802.108082495	0.1	;	simulated SINFONI
2021.966	-801.729721282	0.1	;	simulated SINFONI
2021.968	-801.351509266	0.1	;	simulated SINFONI
2021.97	-800.973446257	0.1	;	simulated SINFONI
2021.972	-800.595532067	0.1	;	simulated SINFONI
2021.974	-800.217766508	0.1	;	simulated SINFONI
2021.976	-799.84014939	0.1	;	simulated SINFONI
2021.978	-799.462680527	0.1	;	simulated SINFONI
2021.98	-799.085359731	0.1	;	simulated SINFONI
2021.982	-798.708186815	0.1	;	simulated SINFONI
2021.984	-798.331161591	0.1	;	simulated SINFONI
2021.986	-797.954283873	0.1	;	simulated SINFONI
2021.988	-797.577553474	0.1	;	simulated SINFONI
2021.99	-797.200970209	0.1	;	simulated SINFONI
2021.992	-796.824533891	0.1	;	simulated SINFONI
2021.994	-796.448244335	0.1	;	simulated SINFONI
2021.996	-796.072101356	0.1	;	simulated SINFONI
2021.998	-795.696104768	0.1	;	simulated SINFONI
2022.	-795.320254386	0.1	;	simulated SINFONI
2022.002	-794.944550028	0.1	;	simulated SINFONI
2022.004	-794.568991507	0.1	;	simulated SINFONI
2022.006	-794.19357864	0.1	;	simulated SINFONI
2022.008	-793.818311244	0.1	;	simulated SINFONI
2022.01	-793.443189135	0.1	;	simulated SINFONI
2022.012	-793.068212131	0.1	;	simulated SINFONI
2022.014	-792.693380047	0.1	;	simulated SINFONI
2022.016	-792.318692703	0.1	;	simulated SINFONI
2022.018	-791.944149915	0.1	;	simulated SINFONI
2022.02	-791.569751502	0.1	;	simulated SINFONI
2022.022	-791.195497283	0.1	;	simulated SINFONI
2022.024	-790.821387074	0.1	;	simulated SINFONI
2022.026	-790.447420697	0.1	;	simulated SINFONI
2022.028	-790.073597969	0.1	;	simulated SINFONI
2022.03	-789.699918711	0.1	;	simulated SINFONI
2022.032	-789.326382741	0.1	;	simulated SINFONI
2022.034	-788.952989881	0.1	;	simulated SINFONI
2022.036	-788.57973995	0.1	;	simulated SINFONI
2022.038	-788.206632768	0.1	;	simulated SINFONI
2022.04	-787.833668158	0.1	;	simulated SINFONI
2022.042	-787.460845939	0.1	;	simulated SINFONI
2022.044	-787.088165933	0.1	;	simulated SINFONI
2022.046	-786.715627962	0.1	;	simulated SINFONI
2022.048	-786.343231847	0.1	;	simulated SINFONI
2022.05	-785.97097741	0.1	;	simulated SINFONI
2022.052	-785.598864474	0.1	;	simulated SINFONI
2022.054	-785.226892862	0.1	;	simulated SINFONI
2022.056	-784.855062397	0.1	;	simulated SINFONI
2022.058	-784.483372902	0.1	;	simulated SINFONI
2022.06	-784.111824199	0.1	;	simulated SINFONI
2022.062	-783.740416114	0.1	;	simulated SINFONI
2022.064	-783.36914847	0.1	;	simulated SINFONI
2022.066	-782.998021092	0.1	;	simulated SINFONI
2022.068	-782.627033803	0.1	;	simulated SINFONI
2022.07	-782.256186428	0.1	;	simulated SINFONI
2022.072	-781.885478794	0.1	;	simulated SINFONI
2022.074	-781.514910724	0.1	;	simulated SINFONI
2022.076	-781.144482045	0.1	;	simulated SINFONI
2022.078	-780.774192582	0.1	;	simulated SINFONI
2022.08	-780.404042161	0.1	;	simulated SINFONI
2022.082	-780.034030609	0.1	;	simulated SINFONI
2022.084	-779.664157752	0.1	;	simulated SINFONI
2022.086	-779.294423418	0.1	;	simulated SINFONI
2022.088	-778.924827432	0.1	;	simulated SINFONI
2022.09	-778.555369623	0.1	;	simulated SINFONI
2022.092	-778.186049818	0.1	;	simulated SINFONI
2022.094	-777.816867844	0.1	;	simulated SINFONI
2022.096	-777.447823531	0.1	;	simulated SINFONI
2022.098	-777.078916707	0.1	;	simulated SINFONI
2022.1	-776.710147199	0.1	;	simulated SINFONI
2022.102	-776.341514837	0.1	;	simulated SINFONI
2022.104	-775.973019451	0.1	;	simulated SINFONI
2022.106	-775.604660869	0.1	;	simulated SINFONI
2022.108	-775.236438921	0.1	;	simulated SINFONI
2022.11	-774.868353438	0.1	;	simulated SINFONI
2022.112	-774.500404248	0.1	;	simulated SINFONI
2022.114	-774.132591184	0.1	;	simulated SINFONI
2022.116	-773.764914074	0.1	;	simulated SINFONI
2022.118	-773.397372752	0.1	;	simulated SINFONI
2022.12	-773.029967046	0.1	;	simulated SINFONI
2022.122	-772.66269679	0.1	;	simulated SINFONI
2022.124	-772.295561815	0.1	;	simulated SINFONI
2022.126	-771.928561952	0.1	;	simulated SINFONI
2022.128	-771.561697033	0.1	;	simulated SINFONI
2022.13	-771.194966891	0.1	;	simulated SINFONI
2022.132	-770.828371359	0.1	;	simulated SINFONI
2022.134	-770.461910269	0.1	;	simulated SINFONI
2022.136	-770.095583455	0.1	;	simulated SINFONI
2022.138	-769.729390749	0.1	;	simulated SINFONI
2022.14	-769.363331987	0.1	;	simulated SINFONI
2022.142	-768.997407001	0.1	;	simulated SINFONI
2022.144	-768.631615626	0.1	;	simulated SINFONI
2022.146	-768.265957695	0.1	;	simulated SINFONI
2022.148	-767.900433045	0.1	;	simulated SINFONI
2022.15	-767.535041508	0.1	;	simulated SINFONI
2022.152	-767.169782922	0.1	;	simulated SINFONI
2022.154	-766.804657119	0.1	;	simulated SINFONI
2022.156	-766.439663938	0.1	;	simulated SINFONI
2022.158	-766.074803212	0.1	;	simulated SINFONI
2022.16	-765.710074778	0.1	;	simulated SINFONI
2022.162	-765.345478473	0.1	;	simulated SINFONI
2022.164	-764.981014132	0.1	;	simulated SINFONI
2022.166	-764.616681593	0.1	;	simulated SINFONI
2022.168	-764.252480693	0.1	;	simulated SINFONI
2022.17	-763.888411268	0.1	;	simulated SINFONI
2022.172	-763.524473156	0.1	;	simulated SINFONI
2022.174	-763.160666195	0.1	;	simulated SINFONI
2022.176	-762.796990222	0.1	;	simulated SINFONI
2022.178	-762.433445077	0.1	;	simulated SINFONI
2022.18	-762.070030596	0.1	;	simulated SINFONI
2022.182	-761.706746619	0.1	;	simulated SINFONI
2022.184	-761.343592985	0.1	;	simulated SINFONI
2022.186	-760.980569533	0.1	;	simulated SINFONI
2022.188	-760.617676101	0.1	;	simulated SINFONI
2022.19	-760.254912531	0.1	;	simulated SINFONI
2022.192	-759.89227866	0.1	;	simulated SINFONI
2022.194	-759.52977433	0.1	;	simulated SINFONI
2022.196	-759.167399381	0.1	;	simulated SINFONI
2022.198	-758.805153652	0.1	;	simulated SINFONI
2022.2	-758.443036986	0.1	;	simulated SINFONI
2022.202	-758.081049223	0.1	;	simulated SINFONI
2022.204	-757.719190204	0.1	;	simulated SINFONI
2022.206	-757.35745977	0.1	;	simulated SINFONI
2022.208	-756.995857763	0.1	;	simulated SINFONI
